#Zeit [s]	longitude [1e6]	Latitude [1e5]	GPSSpeed [1e2 km/h] 	Tacho [1e2 km/h] 	Temperatur [10 C] 	Druck [Pa] 	HoeheSee [10 m]
31882	9940493	5155336	1898	1955	148	100869	-1380
31883	9940460	5155332	2050	1780	148	100868	-1379
31884	9940428	5155327	2107	2100	147	100872	-1383
31885	9940392	5155322	2179	2221	147	100870	-1381
31886	9940356	5155317	2048	2241	146	100872	-1383
31887	9940321	5155312	2063	1963	146	100874	-1384
31888	9940284	5155307	2059	2130	145	100874	-1384
31889	9940250	5155303	1753	2030	145	100875	-1385
31890	9940220	5155298	1444	1569	145	100877	-1387
31891	9940190	5155294	1242	1619	145	100880	-1389
31892	9940162	5155290	1238	1791	144	100879	-1389
31893	9940133	5155287	1657	2110	144	100881	-1390
31894	9940104	5155283	1937	2372	143	100879	-1389
31895	9940069	5155279	2046	2560	143	100879	-1389
31896	9940025	5155274	2161	2656	143	100890	-1398
31897	9939979	5155269	2263	2715	142	100887	-1395
31898	9939927	5155263	2353	2716	142	100891	-1399
31899	9939873	5155258	2618	2733	141	100890	-1398
31900	9939822	5155252	2626	2728	141	100890	-1398
31901	9939772	5155246	2677	2731	140	100888	-1396
31902	9939722	5155240	2427	2573	140	100887	-1395
31903	9939722	5155240	2427	2738	140	100880	-1389
31904	9939672	5155234	2227	2572	139	100890	-1398
31905	9939563	5155222	2096	2711	138	100892	-1399
31906	9939563	5155222	2096	2547	137	100901	-1407
31907	9939464	5155211	2096	2685	137	100903	-1409
31908	9939425	5155206	2187	2691	136	100896	-1403
31909	9939425	5155206	2187	2696	135	100904	-1410
31910	9939393	5155200	2140	2686	134	100908	-1413
31911	9939362	5155194	2177	2501	133	100903	-1409
31912	9939301	5155182	2444	2650	133	100905	-1410
31913	9939266	5155176	2481	2688	132	100914	-1418
31914	9939266	5155176	2481	2681	132	100908	-1413
31915	9939231	5155169	2522	2686	131	100914	-1418
31916	9939167	5155156	2616	2537	131	100915	-1419
31917	9939167	5155156	2616	2689	130	100913	-1417
31918	9939150	5155149	2722	2701	130	100917	-1420
31919	9939137	5155142	2789	2698	129	100922	-1425
31920	9939114	5155128	2555	2681	129	100914	-1418
31921	9939114	5155128	2555	2491	129	100917	-1420
31922	9939095	5155121	2616	2617	128	100914	-1418
31923	9939071	5155114	2616	2619	128	100917	-1420
31924	9939051	5155107	2677	2454	128	100920	-1423
31925	9939029	5155100	2577	2632	127	100910	-1415
31926	9938988	5155087	2646	2680	127	100926	-1428
31927	9938988	5155087	2646	2533	126	100923	-1426
31928	9938951	5155073	2640	2675	126	100918	-1421
31929	9938951	5155073	2640	2527	126	100931	-1432
31930	9938925	5155060	2724	2652	125	100931	-1432
31931	9938913	5155053	2659	2659	125	100927	-1429
31932	9938913	5155053	2659	2477	125	100927	-1429
31933	9938900	5155040	2629	2581	124	100923	-1426
31934	9938900	5155040	2629	2566	124	100931	-1432
31935	9938890	5155033	2485	2154	124	100935	-1436
31936	9938890	5155033	2485	2243	123	100932	-1433
31937	9938879	5155026	2164	2379	123	100931	-1432
31938	9938868	5155018	2164	2386	123	100940	-1440
31939	9938860	5155011	2250	2341	122	100939	-1439
31940	9938854	5155003	2322	1954	122	100936	-1436
31941	9938852	5154991	2122	2158	122	100932	-1433
31942	9938854	5154985	2079	2191	122	100946	-1445
31943	9938859	5154979	2089	2150	121	100937	-1437
31944	9938859	5154979	2089	1873	121	100937	-1437
31945	9938872	5154969	2000	2154	121	100942	-1441
31946	9938872	5154969	2000	2231	120	100938	-1438
31947	9938892	5154959	1885	2245	120	100944	-1443
31948	9938904	5154954	1896	2231	120	100941	-1441
31949	9938904	5154954	1896	1933	119	100939	-1439
31950	9938913	5154949	1887	2109	119	100940	-1440
31951	9938927	5154941	1807	2067	119	100940	-1440
31952	9938927	5154941	1807	1780	119	100941	-1441
31953	9938929	5154936	1653	2060	119	100943	-1442
31954	9938931	5154931	1620	2163	118	100945	-1444
31955	9938934	5154927	1627	1993	118	100951	-1449
31956	9938943	5154923	1894	1968	118	100946	-1445
31957	9938943	5154923	1894	1973	118	100947	-1446
31958	9938957	5154916	2131	2335	117	100939	-1439
31959	9938974	5154909	2172	2369	117	100950	-1448
31960	9938990	5154902	2046	2398	117	100944	-1443
31961	9939000	5154895	1855	2419	116	100947	-1446
31962	9939007	5154890	2096	2144	116	100941	-1441
31963	9939012	5154884	2198	2249	116	100951	-1449
31964	9939016	5154878	2227	2390	115	100954	-1451
31965	9939025	5154872	2413	2378	115	100938	-1438
31966	9939036	5154859	2361	2343	115	100942	-1441
31967	9939040	5154852	2185	2325	115	100948	-1446
31968	9939044	5154846	2124	2019	114	100946	-1445
31969	9939044	5154846	2124	1979	114	100951	-1449
31970	9939054	5154835	2229	1999	113	100945	-1444
31971	9939066	5154830	2350	2021	113	100946	-1445
31972	9939066	5154830	2350	2236	113	100948	-1446
31973	9939098	5154818	2237	2409	112	100941	-1441
31974	9939098	5154818	2237	2445	112	100950	-1448
31975	9939137	5154806	2181	2436	112	100947	-1446
31976	9939157	5154800	2320	2440	111	100945	-1444
31977	9939157	5154800	2320	2447	111	100948	-1446
31978	9939179	5154794	2422	2460	110	100943	-1442
31979	9939201	5154789	2383	2473	110	100949	-1447
31980	9939249	5154777	2365	2490	110	100948	-1446
31981	9939249	5154777	2365	2358	110	100954	-1451
31982	9939272	5154770	2361	2463	109	100954	-1451
31983	9939322	5154758	2311	2467	109	100948	-1446
31984	9939322	5154758	2311	2472	109	100952	-1450
31985	9939371	5154747	2203	2435	108	100958	-1455
31986	9939371	5154747	2203	2432	108	100955	-1452
31987	9939414	5154736	2309	2457	108	100961	-1457
31988	9939438	5154730	2409	2457	108	100955	-1452
31989	9939438	5154730	2409	2478	107	100951	-1449
31990	9939487	5154718	2381	2330	107	100959	-1456
31991	9939512	5154712	2387	2423	107	100955	-1452
31992	9939512	5154712	2387	2409	107	100956	-1453
31993	9939562	5154700	2290	2391	107	100965	-1461
31994	9939562	5154700	2290	2399	106	100957	-1454
31995	9939588	5154694	2302	2394	106	100964	-1460
31996	9939631	5154681	2468	2379	106	100958	-1455
31997	9939652	5154675	2457	2366	106	100963	-1459
31998	9939673	5154669	2374	2383	106	100962	-1458
31999	9939673	5154669	2374	2404	106	100963	-1459
32000	9939718	5154657	2365	2387	105	100966	-1462
32001	9939718	5154657	2365	2356	105	100960	-1457
32002	9939741	5154651	2366	2352	105	100962	-1458
32003	9939763	5154645	2272	2349	105	100963	-1459
32004	9939784	5154639	2266	2306	105	100969	-1464
32005	9939825	5154628	2190	2301	105	100962	-1458
32006	9939845	5154622	2155	2022	105	100971	-1466
32007	9939864	5154617	2150	1953	104	100966	-1462
32008	9939885	5154612	2333	2288	104	100965	-1461
32009	9939885	5154612	2333	2349	104	100962	-1458
32010	9939929	5154601	2289	2359	103	100962	-1458
32011	9939951	5154595	2279	2356	103	100958	-1455
32012	9939975	5154590	2342	2353	103	100964	-1460
32013	9939975	5154590	2342	2374	102	100964	-1460
32014	9939998	5154584	2327	2385	102	100968	-1463
32015	9940042	5154574	2289	2385	102	100970	-1465
32016	9940063	5154568	2300	2373	102	100971	-1466
32017	9940086	5154563	2466	2305	102	100975	-1469
32018	9940110	5154557	2298	2268	101	100978	-1472
32019	9940110	5154557	2298	2218	101	100982	-1475
32020	9940134	5154551	2292	2185	101	100971	-1466
32021	9940180	5154540	2233	1870	101	100972	-1467
32022	9940180	5154540	2233	2054	101	100978	-1472
32023	9940221	5154529	2139	2029	100	100978	-1472
32024	9940221	5154529	2139	1967	100	100977	-1471
32025	9940261	5154518	1877	1876	100	100976	-1470
32026	9940281	5154513	1757	1779	100	100977	-1471
32027	9940304	5154508	1757	1712	100	100979	-1472
32028	9940304	5154508	1757	1586	100	100984	-1477
32029	9940327	5154503	1687	1353	100	100980	-1473
32030	9940354	5154499	1450	1199	100	100980	-1473
32031	9940382	5154496	1126	963	100	100987	-1479
32032	9940424	5154490	914	963	100	100983	-1476
32033	9940424	5154490	914	963	100	100984	-1477
32034	9940434	5154488	618	0	99	100978	-1472
32035	9940437	5154487	29	0	100	100986	-1478
32036	9940439	5154485	18	0	99	100979	-1472
32037	9940444	5154484	25	0	99	100980	-1473
32038	9940444	5154484	25	0	99	100981	-1474
32039	9940448	5154484	12	0	99	100991	-1483
32040	9940454	5154483	9	0	99	100986	-1478
32041	9940454	5154483	9	0	99	100981	-1474
32042	9940454	5154483	7	0	99	100985	-1477
32043	9940455	5154482	9	0	99	100989	-1481
32044	9940455	5154482	9	0	99	100985	-1477
32045	9940455	5154482	7	0	99	100984	-1477
32046	9940457	5154482	5	0	99	100983	-1476
32047	9940459	5154482	3	0	99	100987	-1479
32048	9940460	5154482	7	0	99	100984	-1477
32049	9940460	5154482	7	0	99	100984	-1477
32050	9940462	5154481	1	0	99	100986	-1478
32051	9940462	5154481	5	0	99	100988	-1480
32052	9940464	5154481	7	0	99	100986	-1478
32053	9940465	5154481	0	0	99	100988	-1480
32054	9940465	5154481	0	0	99	100986	-1478
32055	9940466	5154481	0	0	99	100986	-1478
32056	9940467	5154481	0	0	99	100988	-1480
32057	9940467	5154481	0	0	99	100985	-1477
32058	9940467	5154481	0	0	99	100990	-1482
32059	9940467	5154481	0	0	99	100983	-1476
32060	9940467	5154481	0	0	99	100988	-1480
32061	9940467	5154481	0	0	99	100989	-1481
32062	9940467	5154481	0	0	99	100983	-1476
32063	9940467	5154481	0	0	99	100990	-1482
32064	9940467	5154481	0	0	99	100986	-1478
32065	9940467	5154481	0	0	99	100982	-1475
32066	9940467	5154481	0	0	99	100986	-1478
32067	9940467	5154481	0	0	99	100982	-1475
32068	9940467	5154481	0	0	99	100985	-1477
32069	9940467	5154481	0	0	99	100989	-1481
32070	9940467	5154481	0	0	99	100982	-1475
32071	9940467	5154481	0	0	99	100983	-1476
32072	9940467	5154481	0	0	99	100982	-1475
32073	9940467	5154481	0	0	99	100982	-1475
32074	9940467	5154481	0	0	99	100985	-1477
32075	9940467	5154481	0	0	99	100979	-1472
32076	9940467	5154481	0	0	99	100978	-1472
32077	9940467	5154481	0	0	99	100983	-1476
32078	9940467	5154481	0	0	99	100977	-1471
32079	9940467	5154481	0	0	99	100984	-1477
32080	9940467	5154481	0	0	99	100978	-1472
32081	9940467	5154481	0	237	99	100975	-1469
32082	9940467	5154481	0	891	99	100978	-1472
32083	9940467	5154481	287	1069	99	100984	-1477
32084	9940466	5154481	494	1289	98	100975	-1469
32085	9940466	5154480	768	1491	98	100973	-1467
32086	9940466	5154479	1220	1624	98	100979	-1472
32087	9940462	5154477	1333	1638	98	100980	-1473
32088	9940456	5154472	1411	1704	97	100972	-1467
32089	9940456	5154472	1411	1610	97	100972	-1467
32090	9940451	5154468	1398	1877	97	100972	-1467
32091	9940450	5154464	1407	1942	97	100973	-1467
32092	9940453	5154461	1751	1932	97	100973	-1467
32093	9940462	5154456	1942	2076	96	100971	-1466
32094	9940476	5154451	1903	2096	96	100972	-1467
32095	9940513	5154441	1677	1900	96	100969	-1464
32096	9940531	5154436	1853	2146	96	100969	-1464
32097	9940549	5154431	2037	2212	96	100973	-1467
32098	9940567	5154426	1916	2163	95	100963	-1459
32099	9940567	5154426	1916	1881	96	100970	-1465
32100	9940599	5154416	2096	2120	95	100963	-1459
32101	9940611	5154410	2053	2136	95	100976	-1470
32102	9940622	5154405	1974	2110	95	100961	-1457
32103	9940622	5154405	1974	2100	95	100955	-1452
32104	9940635	5154400	1977	2128	94	100959	-1456
32105	9940660	5154390	1627	2139	94	100958	-1455
32106	9940660	5154390	1627	2129	94	100963	-1459
32107	9940674	5154385	1539	2156	94	100957	-1454
32108	9940682	5154381	1596	2173	94	100962	-1458
32109	9940695	5154377	1850	1907	93	100960	-1457
32110	9940709	5154372	2016	2176	93	100954	-1451
32111	9940726	5154366	2083	2252	93	100956	-1453
32112	9940769	5154355	2126	2206	93	100959	-1456
32113	9940791	5154350	1907	2205	93	100963	-1459
32114	9940791	5154350	1907	1927	93	100949	-1447
32115	9940834	5154339	1842	2200	92	100954	-1451
32116	9940855	5154334	1979	2229	92	100949	-1447
32117	9940880	5154329	2027	2247	92	100941	-1441
32118	9940909	5154324	1968	2232	92	100951	-1449
32119	9940909	5154324	1968	1945	91	100954	-1451
32120	9940967	5154314	1755	2181	91	100943	-1442
32121	9940992	5154308	1746	2235	91	100944	-1443
32122	9941018	5154303	1813	2265	90	100941	-1441
32123	9941042	5154298	1957	2251	90	100948	-1446
32124	9941042	5154298	1957	2232	90	100943	-1442
32125	9941067	5154292	1864	1969	90	100940	-1440
32126	9941088	5154287	1870	2205	90	100943	-1442
32127	9941108	5154281	1953	2212	89	100938	-1438
32128	9941126	5154275	2087	2245	89	100937	-1437
32129	9941141	5154269	1992	2276	89	100943	-1442
32130	9941156	5154263	2057	2250	88	100943	-1442
32131	9941175	5154257	2442	1950	88	100943	-1442
32132	9941224	5154245	2120	2180	88	100948	-1446
32133	9941251	5154239	2024	2241	88	100936	-1436
32134	9941251	5154239	2024	2275	88	100941	-1441
32135	9941295	5154228	2027	2314	87	100945	-1444
32136	9941295	5154228	2027	2352	87	100930	-1431
32137	9941338	5154218	2161	2366	87	100938	-1438
32138	9941358	5154213	2174	2367	87	100938	-1438
32139	9941358	5154213	2174	2356	86	100926	-1428
32140	9941398	5154202	2302	2069	86	100937	-1437
32141	9941420	5154196	2266	1972	86	100939	-1439
32142	9941420	5154196	2266	1965	86	100932	-1433
32143	9941472	5154184	2252	1914	86	100936	-1436
32144	9941472	5154184	2252	2184	86	100938	-1438
32145	9941530	5154172	2218	2207	86	100933	-1434
32146	9941562	5154165	2220	2243	85	100939	-1439
32147	9941595	5154159	2213	2270	85	100942	-1441
32148	9941628	5154154	2255	2267	85	100926	-1428
32149	9941628	5154154	2255	2029	85	100926	-1428
32150	9941677	5154143	2276	1994	85	100929	-1431
32151	9941700	5154137	2270	1963	84	100932	-1433
32152	9941700	5154137	2270	1962	84	100933	-1434
32153	9941751	5154124	2303	1930	84	100938	-1438
32154	9941751	5154124	2303	2303	84	100942	-1441
32155	9941801	5154111	2183	2373	83	100939	-1439
32156	9941820	5154106	2389	2397	83	100936	-1436
32157	9941841	5154100	2403	2374	83	100937	-1437
32158	9941862	5154094	2344	2367	83	100942	-1441
32159	9941862	5154094	2344	2355	83	100941	-1441
32160	9941893	5154084	2122	2343	83	100936	-1436
32161	9941903	5154080	2074	2031	82	100934	-1435
32162	9941914	5154075	2196	2298	82	100937	-1437
32163	9941927	5154070	2089	2316	82	100944	-1443
32164	9941927	5154070	2089	2301	82	100932	-1433
32165	9941973	5154059	2192	2181	82	100939	-1439
32166	9941998	5154052	2889	2157	81	100935	-1436
32167	9941998	5154052	2889	2141	81	100932	-1433
32168	9942050	5154040	2292	2104	81	100934	-1435
32169	9942050	5154040	2292	2097	81	100939	-1439
32170	9942078	5154034	2109	2081	81	100937	-1437
32171	9942123	5154023	1998	2132	81	100928	-1430
32172	9942123	5154023	1998	2123	80	100923	-1426
32173	9942145	5154018	2042	2104	80	100925	-1427
32174	9942168	5154013	2155	2103	80	100918	-1421
32175	9942213	5154003	2046	1810	80	100915	-1419
32176	9942235	5153997	2052	1958	80	100921	-1424
32177	9942257	5153992	1926	1876	79	100917	-1420
32178	9942284	5153988	1840	1795	79	100924	-1426
32179	9942284	5153988	1840	1855	79	100921	-1424
32180	9942341	5153979	1859	1681	79	100915	-1419
32181	9942366	5153974	2083	1920	79	100919	-1422
32182	9942366	5153974	2083	1732	79	100923	-1426
32183	9942408	5153966	1927	1917	79	100917	-1420
32184	9942408	5153966	1927	1731	78	100919	-1422
32185	9942430	5153957	1844	1963	78	100920	-1423
32186	9942434	5153953	1933	1772	78	100915	-1419
32187	9942433	5153948	2011	2075	78	100915	-1419
32188	9942431	5153943	1933	2138	78	100917	-1420
32189	9942431	5153943	1933	1862	78	100910	-1415
32190	9942431	5153938	1864	2020	78	100914	-1418
32191	9942438	5153928	2205	2016	78	100919	-1422
32192	9942438	5153928	2205	1984	78	100920	-1423
32193	9942443	5153923	1866	1911	77	100915	-1419
32194	9942446	5153918	1789	1873	77	100910	-1415
32195	9942445	5153915	1751	1640	77	100912	-1416
32196	9942445	5153915	1751	1879	77	100908	-1413
32197	9942442	5153910	1805	2014	77	100912	-1416
32198	9942438	5153900	1859	2076	77	100909	-1414
32199	9942438	5153900	1859	1832	76	100906	-1411
32200	9942446	5153888	1920	2067	77	100913	-1417
32201	9942452	5153883	2037	2111	77	100916	-1420
32202	9942461	5153878	1976	1865	76	100909	-1414
32203	9942470	5153872	2081	2107	76	100915	-1419
32204	9942470	5153872	2081	2188	76	100918	-1421
32205	9942486	5153862	2203	2152	76	100910	-1415
32206	9942486	5153862	2203	2102	76	100912	-1416
32207	9942503	5153851	1959	2133	76	100917	-1420
32208	9942511	5153846	1959	2194	76	100902	-1408
32209	9942511	5153846	1959	1929	76	100909	-1414
32210	9942518	5153840	1850	2195	75	100907	-1412
32211	9942535	5153829	1976	2215	75	100910	-1415
32212	9942545	5153823	2011	2245	75	100917	-1420
32213	9942545	5153823	2011	2252	75	100917	-1420
32214	9942556	5153817	2100	1965	75	100920	-1423
32215	9942573	5153806	2107	2187	75	100910	-1415
32216	9942573	5153806	2107	2184	75	100912	-1416
32217	9942574	5153795	2068	2139	75	100920	-1423
32218	9942568	5153790	2168	1815	75	100916	-1420
32219	9942568	5153790	2168	1986	75	100916	-1420
32220	9942544	5153779	1863	2033	75	100918	-1421
32221	9942530	5153774	1861	1804	74	100916	-1420
32222	9942513	5153769	1855	2012	74	100921	-1424
32223	9942492	5153765	1889	1813	74	100922	-1425
32224	9942492	5153765	1889	2065	74	100924	-1426
32225	9942430	5153756	2033	2068	74	100926	-1428
32226	9942390	5153751	2029	2032	74	100920	-1423
32227	9942352	5153746	1957	1959	74	100921	-1424
32228	9942315	5153742	1864	1899	74	100927	-1429
32229	9942315	5153742	1864	1925	74	100922	-1425
32230	9942244	5153732	2181	2018	74	100927	-1429
32231	9942244	5153732	2181	2033	74	100924	-1426
32232	9942205	5153727	2074	2007	74	100924	-1426
32233	9942163	5153723	1844	2025	73	100924	-1426
32234	9942122	5153719	1840	2109	73	100934	-1435
32235	9942050	5153710	1889	2200	73	100928	-1430
32236	9942050	5153710	1889	2197	73	100931	-1432
32237	9942002	5153700	2122	1939	73	100939	-1439
32238	9941987	5153695	2124	2163	73	100937	-1437
32239	9941987	5153695	2124	2223	73	100936	-1436
32240	9941971	5153684	2213	2186	73	100939	-1439
32241	9941961	5153679	2148	2203	72	100939	-1439
32242	9941950	5153674	2114	1920	72	100940	-1440
